date,source_type,page,section,brand,offer,product_type
2026-09-07,页面,Travel & Entertainment,Streaming Services,Deezer,"1 month free, then £5.99/month",Other
2026-09-07,页面,Travel & Entertainment,Streaming Services,Amazon Music Unlimited,30 Day Free Trial,Other
2026-09-07,页面,Travel & Entertainment,Streaming Services,Channel 4,Your Free Month Trial Of Channel 4+,Other
2026-09-07,页面,Travel & Entertainment,Streaming Services,Amazon,Music Unlimited 30 Day Free Trial,Other
2026-09-07,页面,Travel & Entertainment,Streaming Services,Amazon,30 Day Free Trial,Other
2026-09-07,页面,Travel & Entertainment,Streaming Services,Prime Video,30 Day Free Trial of Prime Video Channels,Other
2026-09-07,页面,Travel & Entertainment,Streaming Services,Apple Music,Get 1 month free,Other
2026-09-07,页面,Travel & Entertainment,All Travel & Entertainment,Junkyard Golf Club,"50% Off Walk Ins At Leeds, Liverpool, Newcastle and Manchester",Other
2026-09-07,页面,Travel & Entertainment,All Travel & Entertainment,Airbnb,10% Off your first Airbnb stay,Hotels / Accommodation
2026-09-07,页面,Travel & Entertainment,All Travel & Entertainment,Avanti West Coast,Student Tickets from £13.50,UK & Europe Train Tickets
2026-09-07,页面,Travel & Entertainment,All Travel & Entertainment,Avanti West Coast,Student Tickets from £13.50 Exclusive,UK & Europe Train Tickets
2026-09-07,页面,Travel & Entertainment,All Travel & Entertainment,Uber Rides,£10 Off your first ride with Uber,Other
2026-09-07,页面,Travel & Entertainment,All Travel & Entertainment,Wowcher,10% Off Discount,Other
2026-09-07,页面,Travel & Entertainment,All Travel & Entertainment,Uber Rides,£5 Off your first UberXL trip,Other
2026-09-07,页面,Travel & Entertainment,All Travel & Entertainment,Wowcher,10% Off Discount Exclusive,Other
2026-09-07,页面,Transport,Transport,Uber Rides,£10 Off your first ride with Uber,Other
2026-09-07,页面,Transport,Transport,Uber Rides,£5 Off your first UberXL trip,Other
2026-09-07,页面,Transport,Transport,Uber Rides,£5 Off on First Train Ticket with Uber,UK & Europe Train Tickets
2026-09-07,页面,Transport,Transport,Europcar,Save up to 20% on Car Hire,Car Rental
2026-09-07,页面,Transport,Transport,TrainPal,£9 Off Railcards For New Customers,Railcard
2026-09-07,页面,Transport,Transport,TrainPal,15% Off trains for new customers + 4%,UK & Europe Train Tickets
2026-09-07,页面,Transport,Transport,TrainPal,15% Off trains for new customers + 4% Boosted,UK & Europe Train Tickets
2026-09-07,页面,Transport,Transport,Uber One,Free JOE & THE JUICE every week,Other
2026-09-07,页面,Transport,Transport,Avanti West Coast,London to Glasgow Student Tickets From £29.50,UK & Europe Train Tickets
2026-09-07,页面,Transport,Transport,Avanti West Coast,London to Preston/Oxenholme/Penrith Tickets From £27,UK & Europe Train Tickets
2026-09-07,页面,Transport,Transport,Avanti West Coast,London to Liverpool Student Tickets From £19,UK & Europe Train Tickets
2026-09-07,页面,Transport,Transport,Avanti West Coast,London to Coventry Student Tickets From £13.50,UK & Europe Train Tickets
2026-09-07,页面,Transport,Transport,Avanti West Coast,London to Birmingham Student Tickets From £13.50,UK & Europe Train Tickets
2026-09-07,页面,Transport,Transport,Avanti West Coast,London to Manchester Student Tickets From £26,UK & Europe Train Tickets
2026-09-07,页面,Transport,Transport,Virgin Atlantic,Up to £60 Off the Virgin Atlantic Sale!,Flights
2026-09-07,页面,Transport,Transport,Trip.com,£4 Off your first UK train ticket In-App,UK & Europe Train Tickets
2026-09-07,页面,Transport,Transport,Trip.com,£8 Off Railcards for new users,Railcard
2026-09-07,页面,Transport,Transport,Trip.com,2% Off UK trains for existing users,UK & Europe Train Tickets
2026-09-07,页面,Transport,Transport,Trip.com,5% off UK trains for new users,UK & Europe Train Tickets
2026-09-07,页面,Transport,Transport,Trip.com,15% Off Trains For New Customers,UK & Europe Train Tickets
2026-09-07,页面,Transport,Transport,Bolt,60% Off the first two rides,Other
2026-09-07,页面,Transport,Transport,TrainPal,Up To 18% Off Trains For New Customers,UK & Europe Train Tickets
2026-09-07,页面,Transport,Transport,Klook,20% Off for New Klook Users,Other
2026-09-07,页面,Transport,Transport,Jet2holidays,"Over 25,000 seats at £39 or less",Hotels / Accommodation
2026-09-07,页面,Transport,Transport,Jet2holidays Over 25,000 seats at £39 or less,Hotels / Accommodation
2026-09-07,页面,Transport,Transport,Over 25,000 seats at £39 or less,Other
