date,source_type,page,section,brand,offer,product_type
2026-07-27,页面,Transport,Transport,Trip.com,Get Up to £12 Off UK Train Tickets 4 days,UK & Europe Train Tickets
2026-07-27,页面,Transport,Transport,TrainPal,£8 off trains for new customers 16 hours,UK & Europe Train Tickets
2026-07-27,页面,Transport,Transport,Virgin Atlantic,£30 Off Selected Manchester Routes,Flights
2026-07-27,页面,Transport,Transport,Trip.com,15% Off Trains For New Customers,UK & Europe Train Tickets
2026-07-27,页面,Transport,Transport,Europcar,Save up to 20% on Italy Car Rentals,Car Rental
2026-07-27,页面,Transport,Transport,Virgin Atlantic,£30 Off Selected Manchester Routes 16 hours,Flights
2026-07-27,页面,Transport,Transport,Klook,Up to 50% Off with Stay+,Hotels / Accommodation
2026-07-27,页面,Transport,Transport,TrainPal,15% off trains for new customers,UK & Europe Train Tickets
2026-07-27,页面,Transport,Transport,RAC,Up to 40% Off RAC Breakdown Cover!*,Other
2026-07-27,页面,Transport,Transport,TrainPal,15% off trains for new customers 6 days,UK & Europe Train Tickets
2026-07-27,页面,Transport,Transport,TrainPal,23% Off UK Railcards,Railcard
2026-07-27,页面,Transport,Transport,Trip.com,£8 Off Railcards for New Users,Railcard
2026-07-27,页面,Transport,Transport,Trip.com,£8 Off Railcards for New Users 4 days,Railcard
2026-07-27,页面,Transport,Transport,OMIO,7% Off Travel for New Customers,Other
2026-07-27,页面,Transport,Transport,Omio,7% Off Travel for New Customers Exclusive,Other
2026-07-27,页面,Transport,Transport,Europcar,Save up to 15% on your car hire,Car Rental
2026-07-27,页面,Transport,Transport,Klook,Up to 15% Off Travel Deals,Other
2026-07-27,页面,Transport,Transport,Emirates,Up to 10% Off Economy and Business Class Flights,Flights
2026-07-27,页面,Transport,Transport,Trip.com,10% Off Car Rental,Car Rental
2026-07-27,页面,Transport,Transport,Trip.com,5% Off coaches for new users,Bus / Coach
